AGENT;ID;AGE;SEXE;AGE4T;PROF;RS4;HABITAT;Revenu;CP;POI  DS;PROF;RS4;probinf;probsup
AG1690;43006;41;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;7;56000;0,903626;4;0;0.5;0.5
AG1709;43392;32;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;8;69800;0,88894;4;0;0.5;0.5
AG1742;44365;43;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;4;33230;1,082663;4;0;0.5;0.5
AG1793;46277;44;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;7;27110;1,046541;4;0;0.5;0.5
AG2137;58265;37;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;8;44800;0,919622;4;0;0.5;0.5
AG2139;58353;40;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;7;28130;0,908939;4;0;0.5;0.5
AG69;1943;41;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Appartement;9;94210;0,994114;4;2;0.5;0.5
AG70;1943;41;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Appartement;9;94210;0,994114;4;2;0.5;0.5
AG1355;32944;32;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Appartement;1;44400;0,919622;4;0;0.5;0.5
AG1372;34039;44;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Appartement;6;38880;1,046541;4;0;0.5;0.5
AG1373;34039;44;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Appartement;6;38880;1,046541;4;0;0.5;0.5
AG1754;44709;40;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Appartement;7;76000;0,88894;4;0;0.5;0.5
AG1791;46237;38;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Appartement;5;52310;1,046541;4;0;0.5;0.5
AG1852;48997;32;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Appartement;6;42000;0,88894;4;0;0.5;0.5
AG1962;52209;38;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Appartement;7;13009;0,899654;4;0;0.5;0.5
AG2162;59446;39;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Appartement;3;1960;1,046541;4;0;0.5;0.5
AG2295;62168;34;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Appartement;5;74000;0,88894;4;0;0.5;0.5
AG2296;62168;34;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Appartement;5;74000;0,88894;4;0;0.5;0.5
AG8;160;32;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;7;8000;0,873478;4;1;0.5;0.5
AG392;9226;40;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;8;39170;1,046541;4;2;0.5;0.5
AG510;11397;36;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;6;58400;0,908939;4;2;0.5;0.5
AG514;11454;43;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;6;43240;0,908939;4;1;0.5;0.5
AG515;11454;43;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;6;43240;0,908939;4;2;0.5;0.5
AG571;12970;37;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;7;85190;1,082663;4;0;0.5;0.5
AG813;20236;38;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;7;34920;0,899654;4;0;0.5;0.5
AG814;20236;38;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;7;34920;0,899654;4;0;0.5;0.5
AG835;20566;44;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;6;6250;0,899654;4;0;0.5;0.5
AG865;20977;41;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;7;36400;0,940311;4;0;0.5;0.5
AG1040;25139;38;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;5;26740;0,903626;4;0;0.5;0.5
AG1210;29619;36;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;6;34420;0,919894;4;0;0.5;0.5
AG1211;29619;36;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;6;34420;0,919894;4;0;0.5;0.5
AG1239;30077;38;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;7;38430;0,88894;4;0;0.5;0.5
AG1609;40917;40;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;7;16590;1,082663;4;0;0.5;0.5
AG1610;40917;40;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;7;16590;1,082663;4;0;0.5;0.5
AG1743;44365;43;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;4;33230;1,082663;4;0;0.5;0.5
AG1901;50053;37;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;5;89100;0,873478;4;0;0.5;0.5
AG1902;50053;37;Femme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;5;89100;0,873478;4;0;0.5;0.5
AG1995;53237;56;Femme;45-59 ans;Agriculteur, exploitant;Non;Maison;2;18250;1,060396;1;0;0.51;0.8
AG282;6551;46;Femme;45-59 ans;Autre inactif;Non;Appartement;7;14000;1,117016;9;2;0.36;0.96
AG283;6551;46;Femme;45-59 ans;Autre inactif;Non;Appartement;7;14000;1,117016;9;2;0.36;0.96
AG382;8976;45;Femme;45-59 ans;Autre inactif;Non;Appartement;2;51100;1,117016;9;2;0.36;0.96
AG636;14618;53;Femme;45-59 ans;Autre inactif;Non;Appartement;7;6000;1,130479;9;0;0.36;0.96
AG698;17356;58;Femme;45-59 ans;Autre inactif;Non;Appartement;4;11410;1,330903;9;0;0.36;0.96
AG558;12588;57;Femme;45-59 ans;Autre inactif;Non;Maison;5;93110;1,249175;9;2;0.2;0.84
AG707;17616;56;Femme;45-59 ans;Autre inactif;Non;Maison;5;28120;1,315053;9;0;0.2;0.84
AG765;19233;57;Femme;45-59 ans;Autre inactif;Non;Maison;5;45230;1,142146;9;0;0.2;0.84
AG774;19617;56;Femme;45-59 ans;Autre inactif;Non;Maison;4;26260;1,181568;9;0;0.2;0.84
AG868;21078;59;Femme;45-59 ans;Autre inactif;Non;Maison;5;8110;1,142146;9;0;0.2;0.84
AG869;21078;59;Femme;45-59 ans;Autre inactif;Non;Maison;5;8110;1,142146;9;0;0.2;0.84
AG1093;26702;51;Femme;45-59 ans;Autre inactif;Non;Maison;5;80080;1,117016;9;0;0.2;0.84
AG1119;27758;57;Femme;45-59 ans;Autre inactif;Non;Maison;4;30250;1,330903;9;0;0.2;0.84
AG1120;27758;57;Femme;45-59 ans;Autre inactif;Non;Maison;4;30250;1,330903;9;0;0.2;0.84
AG1121;27758;57;Femme;45-59 ans;Autre inactif;Non;Maison;4;30250;1,330903;9;0;0.2;0.84
AG1186;29184;54;Femme;45-59 ans;Autre inactif;Non;Maison;9;59430;1,117016;9;0;0.2;0.84
AG1187;29184;54;Femme;45-59 ans;Autre inactif;Non;Maison;9;59430;1,117016;9;0;0.2;0.84
AG1363;33617;57;Femme;45-59 ans;Autre inactif;Non;Maison;5;77290;1,249175;9;0;0.2;0.84
AG1416;34979;54;Femme;45-59 ans;Autre inactif;Non;Maison;9;50500;1,360442;9;0;0.2;0.84
AG1417;34979;54;Femme;45-59 ans;Autre inactif;Non;Maison;9;50500;1,360442;9;0;0.2;0.84
AG1460;36430;54;Femme;45-59 ans;Autre inactif;Non;Maison;5;26300;1,360442;9;0;0.2;0.84
AG1944;51657;49;Femme;45-59 ans;Autre inactif;Non;Maison;5;78710;1,097587;9;0;0.2;0.84
AG1948;51801;51;Femme;45-59 ans;Autre inactif;Non;Maison;2;59640;1,117016;9;0;0.2;0.84
AG1949;51801;51;Femme;45-59 ans;Autre inactif;Non;Maison;2;59640;1,117016;9;0;0.2;0.84
AG2071;56036;49;Femme;45-59 ans;Autre inactif;Non;Maison;9;67600;1,315053;9;0;0.2;0.84
AG2109;57129;56;Femme;45-59 ans;Autre inactif;Non;Maison;6;34670;1,155912;9;0;0.2;0.84
AG2206;61354;50;Femme;45-59 ans;Autre inactif;Non;Maison;5;82210;1,360442;9;0;0.2;0.84
AG2279;62154;48;Femme;45-59 ans;Autre inactif;Non;Maison;5;77470;1,097587;9;0;0.2;0.84
AG2280;62154;48;Femme;45-59 ans;Autre inactif;Non;Maison;5;77470;1,097587;9;0;0.2;0.84
AG1068;26048;47;Femme;45-59 ans;Autre inactif;Oui;Appartement;3;68920;1,097587;9;0;0.5;0.5
AG1266;30691;50;Femme;45-59 ans;Autre inactif;Oui;Appartement;3;66100;1,130479;9;0;0.5;0.5
AG1267;30691;50;Femme;45-59 ans;Autre inactif;Oui;Appartement;3;66100;1,130479;9;0;0.5;0.5
AG1536;38978;48;Femme;45-59 ans;Autre inactif;Oui;Appartement;3;62100;1,097587;9;0;0.5;0.5
AG826;20426;47;Femme;45-59 ans;Autre inactif;Oui;Maison;4;59950;1,117016;9;0;0.2;0.82
AG1196;29384;51;Femme;45-59 ans;Autre inactif;Oui;Maison;6;50100;1,13547;9;0;0.2;0.82
AG1710;43394;50;Femme;45-59 ans;Autre inactif;Oui;Maison;3;27160;1,315053;9;0;0.2;0.82
AG1883;49544;50;Femme;45-59 ans;Autre inactif;Oui;Maison;4;66490;1,155912;9;0;0.2;0.82
AG2110;57129;56;Femme;45-59 ans;Autre inactif;Oui;Maison;6;34670;1,155912;9;0;0.2;0.82
AG2214;61831;56;Femme;45-59 ans;Autre inactif;Oui;Maison;3;51270;1,315053;9;0;0.2;0.82
AG274;6422;52;Femme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;9;75014;0,973669;3;2;0.36;0.99
AG1678;42654;52;Femme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;92100;0,973669;3;0;0.36;0.99
AG1688;42876;52;Femme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;9;92350;0,973669;3;0;0.36;0.99
AG1728;43766;47;Femme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;6;45000;0,870657;3;0;0.36;0.99
AG2077;56238;58;Femme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;13013;0,881151;3;0;0.36;0.99
AG294;6669;59;Femme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;62100;0,855514;3;2;0.36;0.99
AG298;6825;55;Femme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;95100;0,973669;3;2;0.36;0.99
AG299;6825;55;Femme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;95100;0,973669;3;2;0.36;0.99
AG1192;29243;55;Femme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;9;68310;0,870657;3;0;0.36;0.99
AG1193;29243;55;Femme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;9;68310;0,870657;3;0;0.36;0.99
AG233;5375;49;Femme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;9;14390;0,855514;3;2;0.36;0.99
AG2076;56238;58;Femme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;7;13013;0,881151;3;0;0.36;0.99
AG1387;34276;49;Femme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;6;13016;0,881151;3;0;0.21;1
AG1388;34276;49;Femme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;6;13016;0,881151;3;0;0.21;1
AG2131;58080;50;Femme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;77330;0,973669;3;0;0.21;1
AG2332;62203;45;Femme;45-59 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Non;Appartement;4;21000;0,870657;2;0;0.5;0.5
AG2333;62203;45;Femme;45-59 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Non;Appartement;4;21000;0,870657;2;0;0.5;0.5
AG1617;41142;51;Femme;45-59 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Non;Maison;3;77700;0,890245;2;0;0.5;0.5
AG1843;48772;48;Femme;45-59 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Appartement;8;69006;0,870657;2;0;0.5;0.5
AG706;17592;47;Femme;45-59 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Maison;9;13780;0,900975;2;0;0.5;0.5
AG1159;28472;50;Femme;45-59 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Maison;6;6110;0,881151;2;0;0.5;0.5
AG1160;28472;50;Femme;45-59 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Maison;6;6110;0,881151;2;0;0.5;0.5
AG420;9644;53;Femme;45-59 ans;Employe, personnel de service;Non;Appartement;9;31300;0,873905;5;2;0.35;0.96
AG720;18049;53;Femme;45-59 ans;Employe, personnel de service;Non;Appartement;6;91130;0,944693;5;0;0.35;0.96
AG721;18049;53;Femme;45-59 ans;Employe, personnel de service;Non;Appartement;6;91130;0,944693;5;0;0.35;0.96
AG963;23223;53;Femme;45-59 ans;Employe, personnel de service;Non;Appartement;5;29000;0,858704;5;0;0.35;0.96
AG1041;25145;46;Femme;45-59 ans;Employe, personnel de service;Non;Appartement;9;91210;0,944693;5;0;0.35;0.96
AG1168;28641;51;Femme;45-59 ans;Employe, personnel de service;Non;Appartement;9;95600;0,944693;5;0;0.35;0.96
AG1169;28641;51;Femme;45-59 ans;Employe, personnel de service;Non;Appartement;9;95600;0,944693;5;0;0.35;0.96
AG1254;30400;50;Femme;45-59 ans;Employe, personnel de service;Non;Appartement;2;37170;0,873905;5;0;0.35;0.96
AG1255;30400;50;Femme;45-59 ans;Employe, personnel de service;Non;Appartement;2;37170;0,873905;5;0;0.35;0.96
AG1503;37744;55;Femme;45-59 ans;Employe, personnel de service;Non;Appartement;4;6800;0,854929;5;0;0.35;0.96
AG1715;43534;58;Femme;45-59 ans;Employe, personnel de service;Non;Appartement;5;77500;0,944693;5;0;0.35;0.96
AG1716;43534;58;Femme;45-59 ans;Employe, personnel de service;Non;Appartement;5;77500;0,944693;5;0;0.35;0.96
AG1937;51550;59;Femme;45-59 ans;Employe, personnel de service;Non;Appartement;1;71100;0,830055;5;0;0.35;0.96
AG1991;53158;52;Femme;45-59 ans;Employe, personnel de service;Non;Appartement;7;70400;0,863753;5;0;0.35;0.96
AG2201;61110;52;Femme;45-59 ans;Employe, personnel de service;Non;Appartement;3;60175;0,994514;5;0;0.35;0.96
AG64;1777;55;Femme;45-59 ans;Employe, personnel de service;Non;Maison;5;14800;0,830055;5;2;0.2;0.96
AG192;4403;56;Femme;45-59 ans;Employe, personnel de service;Non;Maison;7;27670;0,844748;5;2;0.2;0.96
AG193;4403;56;Femme;45-59 ans;Employe, personnel de service;Non;Maison;7;27670;0,844748;5;2;0.2;0.96
AG389;9210;52;Femme;45-59 ans;Employe, personnel de service;Non;Maison;3;2110;0,863753;5;1;0.2;0.96
AG390;9210;52;Femme;45-59 ans;Employe, personnel de service;Non;Maison;3;2110;0,863753;5;1;0.2;0.96
AG391;9210;52;Femme;45-59 ans;Employe, personnel de service;Non;Maison;3;2110;0,863753;5;2;0.2;0.96
AG421;9660;57;Femme;45-59 ans;Employe, personnel de service;Non;Maison;7;87590;0,994514;5;2;0.2;0.96
AG586;13249;58;Femme;45-59 ans;Employe, personnel de service;Non;Maison;6;56440;0,893566;5;0;0.2;0.96
AG597;13579;52;Femme;45-59 ans;Employe, personnel de service;Non;Maison;5;59293;0,844748;5;0;0.2;0.96
AG598;13579;52;Femme;45-59 ans;Employe, personnel de service;Non;Maison;5;59293;0,844748;5;0;0.2;0.96
AG630;14416;52;Femme;45-59 ans;Employe, personnel de service;Non;Maison;4;2270;0,994514;5;0;0.2;0.96
AG631;14416;52;Femme;45-59 ans;Employe, personnel de service;Non;Maison;4;2270;0,994514;5;0;0.2;0.96
AG668;15884;46;Femme;45-59 ans;Employe, personnel de service;Non;Maison;4;14570;0,994514;5;0;0.2;0.96
AG886;21596;46;Femme;45-59 ans;Employe, personnel de service;Non;Maison;5;63500;0,863753;5;0;0.2;0.96
AG887;21596;46;Femme;45-59 ans;Employe, personnel de service;Non;Maison;5;63500;0,863753;5;0;0.2;0.96
AG904;22017;59;Femme;45-59 ans;Employe, personnel de service;Non;Maison;9;50100;0,858704;5;0;0.2;0.96
AG914;22381;59;Femme;45-59 ans;Employe, personnel de service;Non;Maison;4;32420;1,02884;5;0;0.2;0.96
AG915;22381;59;Femme;45-59 ans;Employe, personnel de service;Non;Maison;4;32420;1,02884;5;0;0.2;0.96
AG916;22393;53;Femme;45-59 ans;Employe, personnel de service;Non;Maison;5;4800;1,02884;5;0;0.2;0.96
AG967;23414;53;Femme;45-59 ans;Employe, personnel de service;Non;Maison;6;69800;0,844748;5;0;0.2;0.96
AG968;23414;53;Femme;45-59 ans;Employe, personnel de service;Non;Maison;6;69800;0,844748;5;0;0.2;0.96
AG1000;24108;55;Femme;45-59 ans;Employe, personnel de service;Non;Maison;6;59230;0,830055;5;0;0.2;0.96
AG1238;30076;46;Femme;45-59 ans;Employe, personnel de service;Non;Maison;6;33000;0,873905;5;0;0.2;0.96
AG1246;30229;54;Femme;45-59 ans;Employe, personnel de service;Non;Maison;6;13011;0,854929;5;0;0.2;0.96
AG1439;35697;49;Femme;45-59 ans;Employe, personnel de service;Non;Maison;4;23210;0,994514;5;0;0.2;0.96
AG1548;39303;58;Femme;45-59 ans;Employe, personnel de service;Non;Maison;5;31770;0,873905;5;0;0.2;0.96
AG1549;39303;58;Femme;45-59 ans;Employe, personnel de service;Non;Maison;5;31770;0,873905;5;0;0.2;0.96
AG1591;40523;48;Femme;45-59 ans;Employe, personnel de service;Non;Maison;7;39270;0,994514;5;0;0.2;0.96
AG1714;43513;45;Femme;45-59 ans;Employe, personnel de service;Non;Maison;5;67390;0,994514;5;0;0.2;0.96
AG1722;43618;45;Femme;45-59 ans;Employe, personnel de service;Non;Maison;6;69210;0,830055;5;0;0.2;0.96
AG1752;44692;47;Femme;45-59 ans;Employe, personnel de service;Non;Maison;7;14123;0,844748;5;0;0.2;0.96
AG1848;48895;54;Femme;45-59 ans;Employe, personnel de service;Non;Maison;5;83690;0,874163;5;0;0.2;0.96
AG1971;52677;46;Femme;45-59 ans;Employe, personnel de service;Non;Maison;4;30320;0,854929;5;0;0.2;0.96
AG2025;54289;51;Femme;45-59 ans;Employe, personnel de service;Non;Maison;5;44360;0,893566;5;0;0.2;0.96
AG2068;55984;48;Femme;45-59 ans;Employe, personnel de service;Non;Maison;6;76300;0,844748;5;0;0.2;0.96
AG2069;55984;48;Femme;45-59 ans;Employe, personnel de service;Non;Maison;6;76300;0,844748;5;0;0.2;0.96
AG2135;58165;58;Femme;45-59 ans;Employe, personnel de service;Non;Maison;7;70130;0,994514;5;0;0.2;0.96
AG2148;58792;54;Femme;45-59 ans;Employe, personnel de service;Non;Maison;9;35000;0,873905;5;0;0.2;0.96
AG2151;58950;55;Femme;45-59 ans;Employe, personnel de service;Non;Maison;5;80420;0,863753;5;0;0.2;0.96
AG2153;59068;51;Femme;45-59 ans;Employe, personnel de service;Non;Maison;8;85000;0,858704;5;0;0.2;0.96
AG2199;61060;51;Femme;45-59 ans;Employe, personnel de service;Non;Maison;3;35340;0,893566;5;0;0.2;0.96
AG1525;38597;50;Femme;45-59 ans;Employe, personnel de service;Oui;Appartement;5;29000;0,858704;5;0;0.51;0.84
AG62;1772;53;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;6;27480;0,994514;5;2;0.2;0.96
AG63;1772;53;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;6;27480;0,994514;5;2;0.2;0.96
AG437;9980;52;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;4;40410;1,02884;5;2;0.2;0.96
AG438;9980;52;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;4;40410;1,02884;5;2;0.2;0.96
AG703;17537;50;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;5;2390;0,863753;5;0;0.2;0.96
AG704;17537;50;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;5;2390;0,863753;5;0;0.2;0.96
AG909;22156;45;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;9;91310;0,944693;5;0;0.2;0.96
AG910;22156;45;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;9;91310;0,944693;5;0;0.2;0.96
AG911;22156;45;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;9;91310;0,944693;5;0;0.2;0.96
AG940;22794;51;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;6;29160;0,893566;5;0;0.2;0.96
AG1015;24537;52;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;4;55110;0,994514;5;0;0.2;0.96
AG1083;26548;47;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;6;69780;0,844748;5;0;0.2;0.96
AG1085;26597;45;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;6;29610;0,893566;5;0;0.2;0.96
AG1182;29167;53;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;5;7130;0,873905;5;0;0.2;0.96
AG1309;31383;54;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;7;76120;0,844748;5;0;0.2;0.96
AG1376;34089;52;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;9;21440;0,994514;5;0;0.2;0.96
AG1377;34089;52;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;9;21440;0,994514;5;0;0.2;0.96
AG1541;39197;52;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;3;2860;0,994514;5;0;0.2;0.96
AG1603;40734;57;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;6;35400;0,858704;5;0;0.2;0.96
AG1753;44692;47;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;7;14123;0,844748;5;0;0.2;0.96
AG1763;44925;45;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;8;77500;0,944693;5;0;0.2;0.96
AG1764;44925;45;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;8;77500;0,944693;5;0;0.2;0.96
AG1884;49550;54;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;4;87230;0,994514;5;0;0.2;0.96
AG1951;51882;48;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;7;44220;0,873905;5;0;0.2;0.96
AG2026;54289;51;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;5;44360;0,893566;5;0;0.2;0.96
AG2134;58165;58;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;7;70130;0,994514;5;0;0.2;0.96
AG2200;61060;51;Femme;45-59 ans;Employe, personnel de service;Oui;Maison;3;35340;0,893566;5;0;0.2;0.96
AG713;17775;53;Femme;45-59 ans;Ouvrier, ouvirier agricole;Oui;Maison;6;86300;0,893566;6;0;0.5;0.5
AG772;19456;49;Femme;45-59 ans;Ouvrier, ouvirier agricole;Oui;Maison;6;85230;1,02884;6;0;0.5;0.5
AG1703;43323;50;Femme;45-59 ans;Ouvrier, ouvirier agricole;Oui;Maison;7;44160;1,02884;6;0;0.5;0.5
AG1592;40583;54;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;9;93360;0,973669;4;0;0.5;0.5
AG1593;40583;54;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;9;93360;0,973669;4;0;0.5;0.5
AG1594;40583;54;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;9;93360;0,973669;4;0;0.5;0.5
AG1967;52399;53;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;5;93340;0,973669;4;0;0.5;0.5
AG44;896;58;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;9;71100;0,855514;4;2;0.5;0.5
AG66;1855;47;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;5;62100;0,855514;4;2;0.5;0.5
AG189;4342;54;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;5;33000;0,900709;4;1;0.5;0.5
AG453;10183;45;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;8;59910;0,870657;4;1;0.5;0.5
AG1033;24949;51;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;6;32240;1,060396;4;0;0.5;0.5
AG1034;24949;51;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;6;32240;1,060396;4;0;0.5;0.5
AG1173;28745;58;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;59240;0,870657;4;0;0.5;0.5
AG1174;28745;58;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;59240;0,870657;4;0;0.5;0.5
AG1175;28745;58;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;59240;0,870657;4;0;0.5;0.5
AG1228;29910;53;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;4;54800;0,890245;4;0;0.5;0.5
AG1314;31448;52;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;58150;1,025017;4;0;0.5;0.5
AG1360;33214;58;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;6;31120;0,900709;4;0;0.5;0.5
AG1403;34670;57;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;9;45760;1,025017;4;0;0.5;0.5
AG1449;36216;51;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;8;39400;0,890245;4;0;0.5;0.5
AG1509;38138;45;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;9;66320;0,900975;4;0;0.5;0.5
AG1550;39404;59;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;5;69720;0,890245;4;0;0.5;0.5
AG1638;41586;46;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;6;67800;0,870657;4;0;0.5;0.5
AG1665;42294;53;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;9;31290;0,920973;4;0;0.5;0.5
AG1755;44715;48;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;5;95330;0,973669;4;0;0.5;0.5
AG1990;53157;54;Femme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;8;59166;0,870657;4;0;0.5;0.5
AG145;3595;54;Femme;45-59 ans;Profession intermediaire, contremątre;Oui;Appartement;7;69300;0,870657;4;2;0.5;0.5
AG146;3595;54;Femme;45-59 ans;Profession intermediaire, contremątre;Oui;Appartement;7;69300;0,870657;4;2;0.5;0.5
AG656;15579;45;Femme;45-59 ans;Profession intermediaire, contremątre;Oui;Appartement;5;13200;0,865825;4;0;0.5;0.5
AG973;23538;57;Femme;45-59 ans;Profession intermediaire, contremątre;Oui;Appartement;5;69009;0,870657;4;0;0.5;0.5
AG974;23538;57;Femme;45-59 ans;Profession intermediaire, contremątre;Oui;Appartement;5;69009;0,870657;4;0;0.5;0.5
AG975;23538;57;Femme;45-59 ans;Profession intermediaire, contremątre;Oui;Appartement;5;69009;0,870657;4;0;0.5;0.5
AG1691;43046;48;Femme;45-59 ans;Profession intermediaire, contremątre;Oui;Appartement;6;92370;0,973669;4;0;0.5;0.5
