AGENT;ID;Sexe;Age;Activite;Revenu;CALCAGE;CP;TLUDA9;TLUDA5;TLCC9;TLCC5;RS3;CSP;C1;C2;C4;C3;O_C3;NRJ;QP1;QP2;QP3_A1;QP3_A2;QP3_A3;QP4;QP5_A1;QP5_A2;QP5_A3;QP5_A4;QP5_A5;QP5_A6;QP6_A1;QP6_A2;QP6_A3;QP6_A4;QP6_A5;QP6_A6;QP6_A7;QP7_M1;O_QP7_M1;QP7_M2;O_QP7_M2;QP7_M3;O_QP7_M3;QF1;QF2;QF3;QF4;QF5;QF6;QR1_A1;QR1_A2;QR1_A3;QR1_A4;QR1_A5;QR1_A6;QR1_A7;QR1_A8;QR1_A9;QR1_A10;QR1_A11;QR2;Q_F1;Q_F2;Q_F3;Q_F4;Q_F5;Q_F6;Q_F7;Q_F8;Q_F9_M1;O_Q_F9_M1;Q_F9_M2;O_Q_F9_M2;Q_F9_M3;O_Q_F9_M3;Q_F10;QE1;QE2;QE3;QE4;QE5;QE6_M1;O_QE6_M1;QE6_M2;O_QE6_M2;QE6_M3;O_QE6_M3;QE6_M4;O_QE6_M4;QE6_M5;O_QE6_M5;QE6_M6;O_QE6_M6;QE6_M7;O_QE6_M7;QE6_M8;O_QE6_M8;QE6_M9;O_QE6_M9;QE6_M10;O_QE6_M10;QE6_M11;O_QE6_M11;QE7;QE8;QA1;QA2;QA3;QA4;QA5;QC4;QC5;QC6;QC7;QC8;QC9;QC10;QC11;QC12;QC13_M1;QC13_M2;QC13_M3;QC13_M4;QC13_M5;QC13_M6;QC13_M7;QC13_M8;QC13_M9;QC13_M10;QC13_M11;QC13_M12;QC13_M13;QC14;QC15;QC16;S9;S10;QC17;S4;QC18_M1;QC18_M2;QC18_M3;QC18_M4;QC18_M5;POIDS
AG48;1079;1;4;7;7;67;42800;8;5;8;4;1;3;NA;NA;2;2;;2;1;2;4;1;1;2;3;3;3;2;3;3;1;1;1;1;1;1;1;1;;5;;4;;5;NA;99;99;2;3;2;2;2;2;2;2;2;2;2;2;2;2;4;1;2;2;3;2;3;NA;4;;1;;5;;3;NA;99;3;NA;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;3;2;3;3;1;4;4;5;6;99;2;2;3;2;6;3;5;1;8;13;NA;NA;NA;NA;NA;NA;2;NA;2;2;1;4;5;97;NA;NA;NA;NA;0,955635
AG49;1093;2;4;5;9;64;31150;7;4;8;4;2;2;1;NA;1;2;;2;1;1;4;2;2;1;3;99;3;3;3;99;1;NA;1;1;1;NA;1;2;;4;;NA;;5;NA;1;99;99;4;4;4;4;4;4;1;1;4;4;4;1;2;3;1;1;4;NA;NA;4;NA;4;;5;;3;;4;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;3;1;4;1;2;3;4;6;4;2;1;1;1;2;5;1;3;9;4;13;6;8;7;10;NA;NA;2;NA;1;4;1;4;2;1;2;NA;NA;NA;0,706882
AG50;1137;2;2;5;9;32;59950;4;3;8;4;1;2;2;NA;4;2;;2;2;2;4;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;;5;;2;;5;NA;99;99;99;99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;3;2;3;NA;NA;3;NA;3;;1;;6;;2;NA;2;3;NA;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;NA;2;3;3;1;5;4;3;6;99;2;1;2;8;5;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;3;3;1;4;10;5;4;3;NA;NA;0,862486
AG51;1198;2;2;5;3;35;11800;9;5;1;1;3;2;1;;1;1;;1;2;1;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;;;5;1;1;2;99;6;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;3;;;4;;8;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;2;2;3;2;4;3;3;1;99;1;1;1;10;9;1;7;5;6;3;8;13;2;;;;2;;3;2;1;2;4;5;;;;;1,027635
AG52;1257;1;4;7;7;71;75006;1;1;9;5;1;3;;;1;1;;1;1;2;2;4;3;2;99;99;1;1;2;2;;;2;3;2;2;2;2;;4;;3;;5;1;1;2;99;8;2;2;4;3;4;2;2;4;4;4;4;2;3;2;2;3;;;3;;4;;10;;1;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;1;4;4;2;6;6;3;6;99;1;5;3;6;8;5;1;3;;;;;;;;;2;;1;1;;4;11;5;;;;;1,0687
AG53;1337;1;3;6;3;53;89100;6;3;5;3;1;2;1;NA;1;2;;2;2;2;2;4;4;2;3;99;1;2;99;1;2;NA;2;1;NA;1;1;4;;2;;NA;;3;NA;1;2;99;2;1;2;3;2;3;1;2;1;3;2;1;1;4;3;2;3;NA;NA;4;NA;1;;4;;5;;3;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;2;1;4;3;2;3;4;3;4;99;2;2;1;13;8;1;10;3;6;NA;NA;NA;NA;NA;NA;NA;2;NA;2;1;NA;2;6;5;NA;NA;NA;NA;0,877923
AG54;1370;1;4;7;5;66;92700;1;1;9;5;1;3;NA;NA;2;2;;2;1;2;3;4;1;2;3;99;1;1;1;1;4;NA;3;3;3;2;2;3;;1;;2;;5;NA;2;2;99;5;2;4;4;4;4;1;1;4;4;1;1;2;4;1;2;2;3;2;3;NA;4;;1;;5;;2;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;3;1;4;4;1;4;5;6;4;99;2;2;3;2;6;8;3;1;13;NA;NA;NA;NA;NA;NA;NA;2;NA;2;2;1;4;7;97;NA;NA;NA;NA;1,0687
AG55;1382;1;4;3;5;62;14000;2;2;7;4;1;1;1;;2;1;;1;2;2;2;2;2;2;99;1;1;1;99;1;;3;2;2;;2;1;2;;4;;3;;5;1;1;2;3;8;1;1;3;3;2;1;1;1;2;2;1;2;3;2;2;1;3;99;3;;4;;8;;7;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;3;3;1;5;4;5;6;99;1;1;3;1;13;6;10;3;5;2;8;;;;;;2;;1;2;1;3;10;5;4;;;;0,744869
AG56;1382;1;4;3;5;62;14000;2;2;7;4;1;1;1;;2;1;;1;2;2;2;2;2;2;99;1;1;1;99;1;;3;2;2;;2;1;2;;4;;3;;5;1;1;2;3;8;1;1;3;3;2;1;1;1;2;2;1;2;3;2;2;1;3;99;3;;4;;8;;7;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;3;3;1;5;4;5;6;99;1;1;3;1;13;6;10;3;5;2;8;;;;;;2;;1;2;1;3;10;5;4;;;;0,744869
AG57;1396;2;2;3;4;44;17170;3;2;1;1;2;1;1;;1;1;;1;2;2;4;2;2;3;3;99;2;1;99;99;4;;1;4;;;1;2;;5;;3;;4;99;1;99;99;2;1;1;4;3;3;3;1;4;4;3;4;4;3;1;1;3;;;3;;8;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;7;1;4;4;1;4;4;6;3;1;6;1;1;2;3;1;6;7;13;8;5;;;;;;2;;1;1;;4;9;97;;;;;1,082663
AG58;1440;1;4;7;7;69;14800;2;2;5;3;1;3;;;1;1;;1;2;2;3;4;2;1;3;99;1;2;1;99;4;;4;2;1;;1;1;;4;;2;;1;1;1;99;2;6;1;1;3;3;3;2;1;3;3;1;1;3;2;3;1;4;;;3;;4;;7;;1;;4;1;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;4;1;1;2;1;4;4;2;2;2;6;1;99;1;1;1;7;1;10;3;6;;;;;;;;;2;;2;2;1;2;8;3;1;4;;;0,939013
AG59;1440;1;4;7;7;69;14800;2;2;5;3;1;3;;;1;1;;1;2;2;3;4;2;1;3;99;1;2;1;99;4;;4;2;1;;1;1;;4;;2;;1;1;1;99;2;6;1;1;3;3;3;2;1;3;3;1;1;3;2;3;1;4;;;3;;4;;7;;1;;4;1;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;4;1;1;2;1;4;4;2;2;2;6;1;99;1;1;1;7;1;10;3;6;;;;;;;;;2;;2;2;1;2;8;3;1;4;;;0,939013
AG60;1488;1;4;7;4;64;21500;6;3;3;2;1;3;NA;NA;1;3;;2;2;2;1;4;1;2;99;3;1;3;99;3;NA;4;4;2;NA;4;2;1;;3;;2;;4;NA;2;2;2;4;1;2;4;1;4;1;1;4;4;4;1;2;4;2;4;3;NA;NA;3;NA;4;;5;;6;;2;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;4;1;4;4;1;5;4;3;1;2;4;4;2;2;13;8;3;5;1;NA;NA;NA;NA;NA;NA;NA;2;NA;1;2;1;3;2;5;NA;NA;NA;NA;0,977134
AG61;1717;1;3;2;8;54;49270;3;2;4;2;2;1;1;;1;1;;1;2;2;3;3;3;3;3;99;1;1;99;99;2;;3;3;;;2;5;;2;;3;;5;1;2;2;3;5;2;3;3;2;3;2;1;3;4;2;2;2;3;2;3;3;;;3;;10;;1;;7;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;3;3;1;7;6;6;1;1;4;1;1;8;6;2;1;3;13;7;10;5;;;;;2;;1;2;1;3;9;5;;;;;0,974084
AG62;1772;2;3;5;6;53;27480;2;2;1;1;1;2;1;;2;1;;1;2;99;3;3;2;2;99;99;3;3;99;2;;;2;3;;3;3;5;;3;;2;;2;1;1;99;99;6;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;3;4;;4;;8;;7;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2;1;4;4;1;7;5;1;1;3;4;1;3;6;10;13;2;12;8;5;3;1;;;;;1;1;1;5;3;3;5;5;4;1;;;0,994514
AG63;1772;2;3;5;6;53;27480;2;2;1;1;1;2;1;;2;1;;1;2;99;3;3;2;2;99;99;3;3;99;2;;;2;3;;3;3;5;;3;;2;;2;1;1;99;99;6;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;3;4;;4;;8;;7;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2;1;4;4;1;7;5;1;1;3;4;1;3;6;10;13;2;12;8;5;3;1;;;;;1;1;1;5;3;3;5;5;4;1;;;0,994514
AG64;1777;2;3;5;5;55;14800;2;2;5;3;1;2;1;;2;1;;1;2;2;3;3;3;2;3;2;3;1;99;1;3;3;3;2;;2;2;2;;4;;;;5;2;1;99;99;7;2;2;3;2;3;3;2;2;3;2;2;2;2;2;3;2;3;3;4;;5;;8;;9;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;2;3;2;1;4;4;4;5;3;1;1;2;8;5;3;6;1;13;2;10;;;;;;2;;2;2;1;3;1;97;;;;;0,830055
AG65;1802;1;2;4;6;31;22360;3;2;6;3;2;1;1;NA;1;2;;2;2;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;4;;5;;NA;;4;NA;1;1;4;4;1;1;1;1;1;2;2;2;2;1;1;1;1;4;1;2;1;2;2;80;NA;;NA;;NA;;1;NA;1;1;1;2;5;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;1;3;2;2;2;1;5;6;6;4;2;1;1;1;2;5;10;8;13;12;NA;NA;NA;NA;NA;NA;NA;1;1;1;5;4;3;8;97;NA;NA;NA;NA;0,955737
AG66;1855;2;3;4;5;47;62100;4;3;6;3;1;1;1;;4;1;;1;2;2;4;4;4;1;99;99;3;1;99;3;;;1;1;;1;1;2;;;;;;5;1;2;2;99;3;;;;;;;;;;;;3;3;2;1;4;;;4;;4;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;1;4;4;1;4;5;4;4;99;2;2;2;5;1;8;13;6;2;3;;;;;;;2;;3;2;1;4;9;97;;;;;0,855514
AG67;1873;2;3;5;5;57;37000;2;2;8;4;2;2;1;NA;2;2;;2;2;99;3;2;2;2;3;3;3;99;99;3;3;3;3;NA;NA;2;3;2;;NA;;NA;;4;NA;1;99;99;3;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;3;NA;NA;4;NA;1;;3;;NA;;3;NA;1;3;2;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;3;1;3;3;1;3;5;2;2;99;2;2;3;8;5;6;3;1;13;NA;NA;NA;NA;NA;NA;NA;2;NA;2;2;1;2;1;97;NA;NA;NA;NA;0,873905
AG68;1906;1;4;7;6;70;46090;7;4;1;1;2;3;NA;NA;1;2;;2;2;2;2;2;2;2;99;99;1;3;99;2;NA;NA;1;1;NA;1;1;5;;2;;3;;4;NA;2;2;2;99;2;3;4;2;2;1;1;2;4;2;2;4;4;1;3;2;3;2;2;70;NA;;NA;;NA;;1;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;3;1;4;4;1;4;4;4;3;99;2;2;1;7;6;5;11;13;3;2;8;9;1;4;NA;NA;2;NA;1;2;1;4;4;4;2;5;3;NA;1,163892
AG69;1943;2;2;4;9;41;94210;1;1;9;5;1;1;1;;1;1;;1;1;2;3;2;2;1;1;1;1;1;1;1;2;1;1;1;2;2;2;4;;1;;2;;5;1;1;2;99;5;2;3;4;2;1;1;1;1;4;2;1;4;3;3;2;4;;;4;;5;;4;;1;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;1;2;3;2;4;3;5;3;99;1;1;1;10;8;3;2;9;6;;;;;;;;2;;1;2;2;4;9;97;;;;;0,994114
AG70;1943;2;2;4;9;41;94210;1;1;9;5;1;1;1;;1;1;;1;1;2;3;2;2;1;1;1;1;1;1;1;2;1;1;1;2;2;2;4;;1;;2;;5;1;1;2;99;5;2;3;4;2;1;1;1;1;4;2;1;4;3;3;2;4;;;4;;5;;4;;1;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;1;2;3;2;4;3;5;3;99;1;1;1;10;8;3;2;9;6;;;;;;;;2;;1;2;2;4;9;97;;;;;0,994114
AG71;1957;2;4;7;2;75;33100;7;4;8;4;2;3;;;1;1;;1;2;2;4;3;3;2;99;99;2;99;99;2;;;2;;;2;2;5;;2;;;;5;99;2;2;1;3;1;2;2;2;3;1;2;2;2;1;1;2;2;2;1;3;;;3;;2;;7;;4;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;3;4;1;5;5;2;6;2;2;1;3;3;8;13;1;2;6;;;;;;;;2;;1;1;;3;7;97;;;;;0,934715
AG72;1957;2;4;7;2;75;33100;7;4;8;4;2;3;;;1;1;;1;2;2;4;3;3;2;99;99;2;99;99;2;;;2;;;2;2;5;;2;;;;5;99;2;2;1;3;1;2;2;2;3;1;2;2;2;1;1;2;2;2;1;3;;;3;;2;;7;;4;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;3;4;1;5;5;2;6;2;2;1;3;3;8;13;1;2;6;;;;;;;;2;;1;1;;3;7;97;;;;;0,934715
AG73;1979;1;3;4;7;59;78260;1;1;9;5;1;1;1;;1;1;;1;2;2;2;2;2;3;2;2;2;2;2;2;3;3;3;3;3;3;3;2;;5;;4;;4;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;1;3;2;2;3;3;;5;;1;;9;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;2;2;4;2;3;3;5;3;99;3;3;3;6;1;5;8;3;13;7;;;;;;;2;;2;2;1;4;6;97;;;;;1,029818
AG74;1984;1;4;7;7;81;37540;2;2;8;4;2;3;;;1;1;;1;1;2;3;3;3;1;1;1;1;1;1;2;2;2;2;2;2;2;1;3;;5;;2;;5;2;1;99;5;9;1;1;3;1;3;1;1;3;3;2;2;1;2;3;2;3;;;4;;1;;9;;10;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;3;4;1;7;6;4;6;99;1;1;1;13;3;7;10;6;2;8;;;;;;;2;;1;2;1;3;4;97;;;;;0,988619
AG75;1986;1;3;4;5;56;37100;2;2;8;4;2;1;1;;1;1;;1;2;2;3;4;4;3;3;99;3;3;2;99;3;;3;3;3;;3;4;;2;;5;;5;2;1;2;2;3;1;2;3;3;3;2;2;3;3;3;2;2;3;3;4;3;;;4;;1;;7;;8;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;2;3;4;2;3;3;6;4;99;1;1;1;10;7;6;2;13;3;1;8;;;;;;2;;2;1;;3;5;97;;;;;0,952651
AG76;1986;1;3;4;5;56;37100;2;2;8;4;2;1;1;;1;1;;1;2;2;3;4;4;3;3;99;3;3;2;99;3;;3;3;3;;3;4;;2;;5;;5;2;1;2;2;3;1;2;3;3;3;2;2;3;3;3;2;2;3;3;4;3;;;4;;1;;7;;8;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;2;3;4;2;3;3;6;4;99;1;1;1;10;7;6;2;13;3;1;8;;;;;;2;;2;1;;3;5;97;;;;;0,952651
AG77;2016;2;4;7;5;67;36220;2;2;1;1;2;3;;;2;1;;1;2;99;3;3;3;3;99;99;1;3;99;99;;;3;3;;;3;2;;5;;3;;5;99;2;2;99;3;2;2;2;1;2;1;1;2;2;2;2;3;3;2;1;3;;;4;;4;;9;;8;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;3;3;4;1;6;5;5;6;99;1;1;1;8;13;6;11;1;3;7;5;2;;;;;2;;1;2;1;4;5;1;;;;;1,100432
AG78;2072;2;2;3;5;40;44830;3;2;1;1;2;1;1;NA;1;3;;2;2;2;3;3;2;2;3;3;1;1;1;3;3;2;2;2;1;1;1;3;;5;;2;;4;NA;2;99;2;3;2;2;4;3;3;1;2;3;3;2;1;3;1;1;3;2;2;2;2;70;NA;;NA;;NA;;2;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;1;4;3;1;3;4;6;3;99;2;2;1;8;5;6;2;13;7;3;1;NA;NA;NA;NA;NA;2;NA;1;1;NA;3;10;97;NA;NA;NA;NA;1,082663
AG79;2115;1;4;7;7;69;44980;3;2;8;4;2;3;NA;NA;1;3;;2;1;1;3;2;2;3;99;99;3;3;99;3;NA;NA;3;3;NA;2;3;1;;4;;5;;1;NA;99;99;2;2;1;1;1;1;3;1;1;1;1;1;1;2;4;3;3;2;3;1;3;NA;4;;5;;6;;2;NA;1;2;2;2;4;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;2;1;2;4;1;5;5;3;3;2;2;2;3;2;13;1;5;8;3;6;NA;NA;NA;NA;NA;NA;2;NA;1;2;1;4;6;1;2;NA;NA;NA;0,988619
AG80;2135;1;3;5;4;50;85000;3;2;6;3;2;2;1;NA;1;2;;2;1;2;2;2;2;2;3;99;3;3;3;1;3;NA;3;3;3;1;1;2;;3;;5;;2;NA;2;2;99;2;1;2;2;1;1;1;1;2;2;1;2;2;3;2;1;3;NA;NA;4;NA;4;;NA;;NA;;3;NA;1;1;1;1;1;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;99;1;1;3;1;3;2;2;3;3;4;1;99;2;2;2;6;1;3;8;13;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;1;NA;4;10;5;1;NA;NA;NA;0,908224
AG81;2143;1;3;5;4;53;22220;3;2;3;2;2;2;1;NA;1;2;;2;2;2;4;4;4;3;3;99;2;2;2;2;4;NA;2;3;3;2;2;2;;5;;3;;3;NA;2;2;3;3;2;2;4;4;4;2;4;4;4;2;4;4;2;1;2;4;NA;NA;4;NA;4;;NA;;NA;;2;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;3;1;4;4;2;3;3;6;3;2;2;2;2;5;3;8;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;1;1;NA;4;7;97;NA;NA;NA;NA;0,945096
AG82;2145;2;4;7;9;68;85100;3;2;5;3;2;3;;;1;1;;1;1;2;4;1;1;1;99;99;1;2;99;99;;;2;2;;;1;2;;3;;4;;5;2;1;2;5;8;2;2;2;1;4;3;1;4;2;2;1;2;3;2;1;3;;;4;;5;;7;;10;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;1;4;4;1;3;2;5;4;1;1;1;1;6;5;7;3;10;8;13;2;1;;;;;2;;1;2;1;3;4;97;;;;;0,918457
AG83;2145;2;4;7;9;68;85100;3;2;5;3;2;3;;;1;1;;1;1;2;4;1;1;1;99;99;1;2;99;99;;;2;2;;;1;2;;3;;4;;5;2;1;2;5;8;2;2;2;1;4;3;1;4;2;2;1;2;3;2;1;3;;;4;;5;;7;;10;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;1;4;4;1;3;2;5;4;1;1;1;1;6;5;7;3;10;8;13;2;1;;;;;2;;1;2;1;3;4;97;;;;;0,918457
AG84;2165;1;4;7;2;68;82700;7;4;1;1;2;3;;;1;1;;1;2;2;1;4;4;3;99;99;1;1;99;1;;;3;2;;3;1;98;revenir  un service public bÈnÈficiant aux usagers les plus pauvres;;;;;5;1;1;2;99;3;2;2;3;3;2;2;2;2;3;2;2;1;3;4;2;4;;;4;;2;;8;;1;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;4;2;1;6;5;3;6;99;1;1;3;10;1;6;3;8;;;;;;;;;2;;1;1;;4;10;4;;;;;1,163892
AG85;2165;1;4;7;2;68;82700;7;4;1;1;2;3;;;1;1;;1;2;2;1;4;4;3;99;99;1;1;99;1;;;3;2;;3;1;98;revenir  un service public bÈnÈficiant aux usagers les plus pauvres;;;;;5;1;1;2;99;3;2;2;3;3;2;2;2;2;3;2;2;1;3;4;2;4;;;4;;2;;8;;1;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;4;2;1;6;5;3;6;99;1;1;3;10;1;6;3;8;;;;;;;;;2;;1;1;;4;10;4;;;;;1,163892
AG86;2170;1;3;4;7;57;33600;7;4;8;4;2;1;1;;2;1;;1;1;2;2;2;1;2;99;2;3;2;99;2;;1;2;3;;2;1;5;;2;;1;;5;1;2;2;2;2;2;2;3;2;3;1;2;2;3;1;2;2;4;3;2;4;;;3;;10;;6;;4;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;1;4;4;1;6;6;2;5;99;3;3;1;3;2;8;5;7;1;6;13;;;;;;2;;1;2;1;3;7;4;;;;;0,952651
AG87;2184;2;4;7;3;65;86100;3;2;5;3;2;3;NA;NA;1;2;;2;2;1;4;3;2;2;3;99;1;1;99;1;2;NA;2;2;NA;4;1;5;;2;;4;;1;NA;1;1;99;3;4;3;3;2;1;2;2;4;4;1;3;3;4;1;3;2;2;3;3;NA;4;;5;;NA;;2;NA;1;1;1;2;1;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;99;4;1;1;1;3;3;2;3;3;3;1;3;1;1;2;10;6;1;8;13;3;NA;NA;NA;NA;NA;NA;NA;2;NA;2;1;NA;3;4;4;2;NA;NA;NA;0,918457
AG88;2189;2;4;8;5;61;62810;4;3;2;2;1;3;;2;2;1;;1;1;99;3;2;2;2;99;99;1;1;99;1;;;2;3;;2;1;98;Installer des panneaux  solaires indÈpendants;;;;;5;99;1;2;99;3;2;2;2;1;2;1;1;2;2;2;1;1;3;3;1;4;;;4;;1;;9;;5;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;4;3;1;4;4;4;4;99;6;1;2;13;5;3;6;8;1;10;;;;;;;2;;1;2;1;4;4;97;;;;;0,923857
AG89;2189;2;4;8;5;61;62810;4;3;2;2;1;3;;2;2;1;;1;1;99;3;2;2;2;99;99;1;1;99;1;;;2;3;;2;1;98;Installer des panneaux  solaires indÈpendants;;;;;5;99;1;2;99;3;2;2;2;1;2;1;1;2;2;2;1;1;3;3;1;4;;;4;;1;;9;;5;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;4;3;1;4;4;4;4;99;6;1;2;13;5;3;6;8;1;10;;;;;;;2;;1;2;1;4;4;97;;;;;0,923857
AG90;2190;1;4;7;5;69;80130;6;3;3;2;1;3;;;2;1;;1;2;2;2;3;2;2;99;99;1;2;99;2;;;1;2;;1;1;2;;;;;;5;1;1;2;3;5;1;1;3;1;3;1;1;2;1;2;2;1;3;3;2;2;4;2;3;;8;;7;;6;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;3;3;1;3;3;4;6;99;3;1;3;3;10;1;6;13;;;;;;;;;2;;1;2;1;4;5;97;;;;;0,977134
AG91;2190;1;4;7;5;69;80130;6;3;3;2;1;3;;;2;1;;1;2;2;2;3;2;2;99;99;1;2;99;2;;;1;2;;1;1;2;;;;;;5;1;1;2;3;5;1;1;3;1;3;1;1;2;1;2;2;1;3;3;2;2;4;2;3;;8;;7;;6;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;3;3;1;3;3;4;6;99;3;1;3;3;10;1;6;13;;;;;;;;;2;;1;2;1;4;5;97;;;;;0,977134
AG92;2275;1;3;4;6;49;41200;2;2;4;2;2;1;1;NA;1;3;;2;2;2;4;1;1;1;99;99;3;3;99;1;NA;NA;2;2;NA;2;1;5;;2;;4;;1;NA;1;2;3;7;2;2;3;4;4;1;1;2;2;2;1;2;4;2;2;3;NA;NA;3;NA;4;;5;;6;;2;NA;1;1;2;1;10;;5;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;1;1;1;4;3;1;6;6;5;6;99;6;1;3;13;11;3;9;10;6;1;5;8;2;NA;NA;NA;2;NA;1;4;2;4;7;2;NA;NA;NA;NA;0,974084
AG93;2292;1;2;5;5;38;45450;2;2;3;2;1;2;1;NA;1;2;;2;2;99;3;3;2;2;3;3;1;1;99;2;3;3;2;3;NA;3;3;1;;NA;;NA;;3;NA;2;2;99;2;2;2;2;2;2;1;2;2;2;2;2;3;4;2;2;3;NA;NA;3;NA;5;;NA;;NA;;2;NA;1;1;1;2;2;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;99;1;3;NA;1;3;3;1;4;4;7;2;1;2;4;1;7;8;13;2;1;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;4;3;3;4;97;NA;NA;NA;NA;0,932748
